article_id,AWS,Azure,Google,IPSV,pair_id,outlet,topic,frame
art_001,-0.7411098262167298,2.2216978549463406,2.0859175071671547,1.6727596560824034,imm_001,Fox News,immigration,security
art_002,-0.2750606943202751,-0.10607575965260993,0.048709612117914705,0.1619370406412391,imm_001,BBC,immigration,neutral
art_003,0.36869689160772484,1.0578110476468654,0.048709612117914705,0.5156801150382887,imm_001,The Guardian,immigration,humanitarian
art_004,-0.6156685645474038,0.312923490975201,0.7277789104676613,0.6879001069421726,imm_001,CNN,immigration,neutral
art_005,-0.47454714516941177,-0.19918670423656804,0.048709612117914705,0.2617484766398524,imm_001,Reuters,immigration,neutral
art_006,-0.14700607303283808,0.17325707409926439,-0.6303596862318323,0.40455718513961425,imm_001,Global Times,immigration,humanitarian
art_007,0.1918595574488832,0.08014612951530627,-0.6303596862318323,0.44597139087428483,imm_001,RT News,immigration,humanitarian
art_008,0.27722930497384124,-0.10607575965260993,0.7277789104676613,0.4173789905390366,imm_001,Al Jazeera,immigration,humanitarian
art_009,0.8556529004490672,-0.618185954864379,0.7277789104676613,0.8165143545843423,imm_001,Straits Times,immigration,humanitarian
art_010,0.2615491472651755,0.03359065722332722,0.7277789104676613,0.3538437970396036,imm_001,Le Monde,immigration,neutral
art_011,-0.5895349683662942,-0.38540859340448425,-0.6303596862318323,0.13123469588308972,imm_002,BBC,immigration,humanitarian
art_012,0.40528392626127835,-0.618185954864379,-0.6303596862318323,0.5944460291459821,imm_002,RT News,immigration,humanitarian
art_013,1.0525259916800929,-0.10607575965260993,0.7277789104676613,0.5976526716843413,imm_002,CNN,immigration,humanitarian
art_014,0.5124316706038277,-0.5250750102804209,-0.6303596862318323,0.6315954745890141,imm_002,BBC,immigration,security
art_015,0.9323114492469887,-0.059520287360630884,0.7277789104676613,0.5236735274422217,imm_002,Fox News,immigration,security
art_016,-0.05902296588976909,0.312923490975201,-1.3094289845815787,0.8498908688080997,imm_002,Reuters,immigration,humanitarian
art_017,-1.8091027901514092,0.08014612951530627,-0.6303596862318323,0.9542462382870853,imm_002,France 24,immigration,neutral
art_018,1.0141967172811321,-0.6647414271563581,-0.6303596862318323,0.9595642380174191,imm_002,The Guardian,immigration,humanitarian
art_019,0.4279330429515733,-0.5250750102804209,-1.3094289845815787,0.8700442825168117,imm_002,Global Times,immigration,neutral
art_020,-1.6096163393022727,-0.3388531211125052,-0.6303596862318323,0.6656774527745405,imm_002,South China Morning Post,immigration,humanitarian
art_021,0.4950092731497546,-0.152631231944589,0.048709612117914705,0.33145129022824077,imm_002,BBC,immigration,neutral
art_022,0.3652124121169102,0.2198125463912429,0.048709612117914705,0.15842524918563805,imm_005,Fox News,immigration,security
art_023,0.48542695455001444,-0.3388531211125052,-0.6303596862318323,0.5787045228193047,imm_005,China Daily,immigration,humanitarian
art_024,-0.09473888067061882,-0.7112968994483371,-0.6303596862318323,0.3350582711391165,imm_005,BBC,immigration,security
art_025,0.3443055351720225,0.7319227416030125,0.048709612117914705,0.3426378624603523,imm_005,CNN,immigration,security
art_026,-1.0869444156800805,-0.3388531211125052,0.048709612117914705,0.5772861116249945,imm_005,The Guardian,immigration,humanitarian
art_027,0.25109570879273163,-0.4319640656964628,0.048709612117914705,0.3508508638999619,imm_005,The Hindu,immigration,neutral
art_028,0.042026939343854784,-0.3388531211125052,-0.6303596862318323,0.3371818184634634,imm_005,Reuters,immigration,humanitarian
art_029,-0.32994124630060523,0.03359065722332722,-0.6303596862318323,0.33247474653590114,imm_005,RT News,immigration,humanitarian
art_030,0.2545801882835462,0.40603443555915913,0.048709612117914705,0.1793516622894382,imm_005,DW,immigration,humanitarian
art_031,0.5716678219476761,0.08014612951530627,-1.3094289845815787,0.9756226872604246,imm_005,Al Jazeera,immigration,humanitarian
art_032,-0.03811608894488141,0.08014612951530627,0.048709612117914705,0.06125480839118903,pol_001,RT News,political conflict,people-centric
art_033,-0.35346148286360396,-0.5250750102804209,0.7277789104676613,0.6792366963115575,pol_001,Al Jazeera,political conflict,people-centric
art_034,0.49239591353164364,-0.4319640656964628,0.048709612117914705,0.4623033076895838,pol_001,CNN,political conflict,neutral
art_035,0.16398372152236626,0.17325707409926439,0.048709612117914705,0.06938562009163074,pol_001,BBC,political conflict,neutral
art_036,0.5481475853846776,-0.012964815068651832,0.048709612117914705,0.30770363177688265,imm_003,Global Times,immigration,neutral
art_037,0.24761122930191704,0.6853672693110334,0.048709612117914705,0.3257108063772486,imm_003,Al Jazeera,immigration,humanitarian
art_038,0.1753082798675138,0.7319227416030125,0.7277789104676613,0.32017199232737964,imm_003,RT News,immigration,neutral
art_039,0.4767157558229779,1.8492540766105083,0.7277789104676613,0.7308215352060446,imm_003,CNN,immigration,neutral
art_040,0.7241137996708155,-0.7578523717403162,0.7277789104676613,0.856673554406718,imm_003,BBC,immigration,humanitarian
art_041,0.6439707713820794,0.26636801868322196,0.048709612117914705,0.3011906562635535,imm_003,Fox News,immigration,neutral
art_042,0.358243453135281,-0.4785195379884418,-1.3094289845815787,0.8338379310226224,imm_003,Reuters,immigration,humanitarian
art_043,0.6082548566012296,-0.5250750102804209,-0.6303596862318323,0.6867419986032756,imm_003,France 24,immigration,security
art_044,0.5350807872941227,-0.4785195379884418,0.048709612117914705,0.5069373919556992,imm_003,The Guardian,immigration,humanitarian
art_045,0.6840422855264475,-0.8975187886162533,0.048709612117914705,0.7958571085628152,imm_003,South China Morning Post,immigration,neutral
art_046,0.08558293297903743,0.312923490975201,-0.6303596862318323,0.49228052905403485,imm_003,Daily Maverick,immigration,security
art_047,-1.4467169231066892,-0.29229764882052617,-0.6303596862318323,0.5934937433228237,imm_004,Fox News,immigration,security
art_048,-0.6269931228925513,-0.4785195379884418,-0.6303596862318323,0.08670944756442822,imm_004,BBC,immigration,neutral
art_049,-0.9771833117194201,-0.10607575965260993,-1.3094289845815787,0.6214599126720897,imm_004,CNN,immigration,humanitarian
art_050,-0.5782104100211467,0.6853672693110334,-0.6303596862318323,0.745037529284923,imm_004,The Guardian,immigration,humanitarian
art_051,0.06554717590685344,-0.3388531211125052,-1.9884982829313254,1.088115458573165,imm_004,The Hindu,immigration,neutral
art_052,0.06554717590685344,-0.3388531211125052,-1.9884982829313254,1.088115458573165,imm_004,The Hindu,immigration,neutral
art_053,0.2746159453557303,-0.29229764882052617,-1.3094289845815787,0.80261505068422,imm_004,Reuters,immigration,neutral
art_054,-1.8204273484965565,-0.5716304825723999,-0.6303596862318323,0.7046516600979396,imm_004,France 24,immigration,security
art_055,0.11955660801447994,-0.5716304825723999,0.048709612117914705,0.3802588425669003,imm_004,Al Jazeera,immigration,humanitarian
art_056,0.3599856928806883,-0.19918670423656804,-1.3094289845815787,0.8497310413781913,imm_004,Straits Times,immigration,security
art_057,1.975041936873262,-0.10607575965260993,-0.6303596862318323,1.3780446364408965,imm_006,Fox News,immigration,neutral
art_058,0.6753310867994109,-0.7578523717403162,-1.9884982829313254,1.3331973532078871,imm_006,South China Morning Post,immigration,humanitarian
art_059,0.22757547222973298,-0.10607575965260993,-0.6303596862318323,0.4324830471302514,imm_006,Straits Times,immigration,security
art_060,1.024650155753576,-0.152631231944589,0.048709612117914705,0.6296810761568363,imm_006,CNN,immigration,neutral
art_061,0.7241137996708155,0.312923490975201,0.048709612117914705,0.34035698423615984,imm_006,BBC,immigration,security
art_062,0.6143526957101552,-0.5250750102804209,-1.3094289845815787,0.9673367741387565,imm_006,Reuters,immigration,neutral
art_063,0.4993648725132729,0.312923490975201,-1.3094289845815787,0.9948637395106852,imm_006,Al Jazeera,immigration,neutral
art_064,1.0507837519346857,-0.19918670423656804,0.048709612117914705,0.6618196263147806,imm_006,The Guardian,immigration,humanitarian
art_065,0.5612143834752323,0.2198125463912429,-1.3094289845815787,0.9961962227117835,imm_006,Le Monde,immigration,neutral
art_066,0.5063338314949022,-0.10607575965260993,-1.3094289845815787,0.9237693701642927,imm_006,The Hindu,immigration,neutral
art_067,0.9845786416092078,-0.5250750102804209,-0.6303596862318323,0.9035268686637474,imm_007,Fox News,immigration,security
art_068,0.5394363866576409,1.0112555753548862,1.4068482088174081,0.43426377308713876,imm_007,South China Morning Post,immigration,humanitarian
art_069,-0.49719626185970683,0.312923490975201,-0.6303596862318323,0.5105241855070137,imm_007,Straits Times,immigration,neutral
art_070,0.9148890517929157,-0.012964815068651832,-1.3094289845815787,1.117237878879702,imm_007,CNN,immigration,neutral
art_071,0.16398372152236626,-0.38540859340448425,0.7277789104676613,0.5566092809077181,imm_007,BBC,immigration,security
art_072,0.602157017492304,0.5457008524350963,-1.9884982829313254,1.4796873229322205,imm_007,Reuters,immigration,neutral
art_073,0.5951880585106748,-0.4319640656964628,0.7277789104676613,0.6347736592739093,imm_007,Al Jazeera,immigration,humanitarian
art_074,1.0821440673520173,-0.29229764882052617,0.7277789104676613,0.713584949670585,imm_007,The Guardian,immigration,humanitarian
art_075,0.5019782321313839,1.2905884091067603,0.048709612117914705,0.6284400527667047,imm_007,Le Monde,immigration,security
art_076,0.5072049513676058,-0.38540859340448425,-2.6675675812810717,1.6372837882866134,imm_007,News24,immigration,neutral
art_077,0.514173910349235,-0.152631231944589,-1.3094289845815787,0.9227077595041961,imm_007,The Hindu,immigration,neutral
art_078,0.5681833424568615,-0.4785195379884418,0.048709612117914705,0.5233562287719884,imm_007,Xinhua,immigration,neutral
art_079,0.46277783785971943,3.1528073007859208,1.4068482088174081,1.3647893932495425,imm_008,Fox News,immigration,security
art_080,0.2519668286654353,0.6388117970190543,0.048709612117914705,0.2997730014094712,imm_008,The Hindu,immigration,humanitarian
art_081,0.6378729322731539,0.26636801868322196,0.7277789104676613,0.24460818901319364,imm_008,News24,immigration,security
art_082,-0.02504929085432653,-0.29229764882052617,-0.6303596862318323,0.30334477104618807,imm_008,Straits Times,immigration,security
art_083,0.7946745093598115,-0.6647414271563581,-0.6303596862318323,0.8328464682913145,imm_008,South China Morning Post,immigration,neutral
art_084,0.3321098569541714,1.1043665199388444,0.7277789104676613,0.38616761927080834,imm_008,Reuters,immigration,neutral
art_085,0.20753971515754893,-0.059520287360630884,-0.6303596862318323,0.42802921845308023,imm_008,BBC,immigration,neutral
art_086,0.6631354085815598,2.826918994742068,2.0859175071671547,1.0996477854584086,imm_008,Le Monde,immigration,neutral
art_087,0.8164525061774028,0.9181446307709281,0.7277789104676613,0.09525702270438417,imm_008,CNN,immigration,neutral
art_088,2.193693024921879,-0.618185954864379,0.048709612117914705,1.4692609783736281,imm_008,The Guardian,immigration,humanitarian
art_089,0.9479916069556545,3.1993627730778997,2.0859175071671547,1.1257077656743957,imm_008,Al Jazeera,immigration,neutral
art_090,0.5777656610566018,2.4079197441142566,1.4068482088174081,0.9164229425248788,imm_008,RT News,immigration,neutral
art_091,0.5159161500946423,7.203133390188095,2.0859175071671547,3.496895696444072,imm_008,Global Times,immigration,neutral
art_092,0.5176583898400496,6.318579416640494,2.0859175071671547,3.0007095899181806,imm_008,Global Times,immigration,neutral
art_093,-1.1688296837142238,-0.4319640656964628,-0.6303596862318323,0.3812876646866068,pol_001,Reuters,political conflict,people-centric
art_094,-0.03027601009054848,0.08014612951530627,0.7277789104676613,0.409525849908918,pol_001,The Guardian,political conflict,neutral
art_095,-0.6810025550001778,-0.4319640656964628,0.048709612117914705,0.37093287814609166,pol_001,Le Monde,political conflict,people-centric
art_096,0.2423845100656951,-0.19918670423656804,0.7277789104676613,0.46365542379478847,pol_001,South China Morning Post,political conflict,neutral
art_097,0.23802891070217683,1.1509219922308234,1.4068482088174081,0.6144117184057409,pol_001,Fox News,political conflict,neutral
art_098,-0.237602539794018,-0.4319640656964628,-0.6303596862318323,0.1963820261109774,pol_001,Straits Times,political conflict,state-centric
art_099,0.4784579955683852,-0.19918670423656804,-0.6303596862318323,0.5589557422923038,pol_001,The Hindu,political conflict,neutral
art_100,-0.2646072558478313,-0.8044078440322951,0.048709612117914705,0.4315401736309076,pol_001,Daily Maverick,political conflict,people-centric
art_101,0.3051051409003581,0.4525899078511382,0.048709612117914705,0.20437290954841625,pol_002,RT News,political conflict,neutral
art_102,0.38437704931639066,-0.152631231944589,-0.6303596862318323,0.5076568743829528,pol_002,Al Jazeera,political conflict,neutral
art_103,0.08296957336092646,-0.29229764882052617,0.048709612117914705,0.20747898889642388,pol_002,CNN,political conflict,state-centric
art_104,-0.24979821801186913,-0.152631231944589,0.048709612117914705,0.15225334332289298,pol_002,BBC,political conflict,state-centric
art_105,0.335594336444986,-0.5250750102804209,-1.3094289845815787,0.8228066407238933,pol_002,Reuters,political conflict,people-centric
art_106,0.5185295097127532,-0.29229764882052617,0.048709612117914705,0.40711533361852026,pol_002,The Guardian,political conflict,neutral
art_107,0.42096408396994406,0.2198125463912429,0.048709612117914705,0.18632925472625594,pol_002,Le Monde,political conflict,neutral
art_108,-0.9876367501918637,-0.059520287360630884,0.048709612117914705,0.5696676900310984,pol_002,South China Morning Post,political conflict,neutral
art_109,0.6004147777468968,-0.5716304825723999,0.7277789104676613,0.7162839852625238,pol_002,Global Times,political conflict,state-centric
art_110,0.23105995172054758,1.1974774645228026,0.7277789104676613,0.48327170837794137,pol_002,Fox News,political conflict,neutral
art_111,0.13610788559584935,-0.38540859340448425,0.048709612117914705,0.2793076298163661,pol_002,Straits Times,political conflict,state-centric
art_112,0.6718466073085964,0.4525899078511382,0.048709612117914705,0.31609400192395454,pol_002,The Hindu,political conflict,neutral
art_113,-2.0216560390911007,0.17325707409926439,0.048709612117914705,1.2328537068151508,pol_002,Daily Maverick,political conflict,people-centric
art_114,0.542049746275752,-0.3388531211125052,-1.3094289845815787,0.9261012237096138,pol_003,RT News,political conflict,neutral
art_115,0.13872124521396031,-0.19918670423656804,-1.3094289845815787,0.7576233443499946,pol_003,Al Jazeera,political conflict,people-centric
art_116,-1.7289597618626729,-0.4319640656964628,-1.9884982829313254,0.8339021574516523,pol_003,CNN,political conflict,people-centric
art_117,0.6622642887088561,-0.5716304825723999,-0.6303596862318323,0.7299340342968397,pol_003,BBC,political conflict,state-centric
art_118,0.30684738064576544,-0.4785195379884418,-2.6675675812810717,1.541421254257604,pol_003,Reuters,political conflict,neutral
art_119,-1.0486151412811195,0.12670160180728532,-1.3094289845815787,0.7650560293863793,pol_003,The Guardian,political conflict,people-centric
art_120,0.5472764655119738,-0.4319640656964628,0.048709612117914705,0.48964751093826575,pol_003,Le Monde,political conflict,neutral
art_121,-0.6165396844201073,-1.03718520549219,0.048709612117914705,0.547519685468754,pol_003,South China Morning Post,political conflict,people-centric
art_122,1.7546486090792377,0.5922563247270753,2.0859175071671547,0.7844232099118134,pol_003,Global Times,political conflict,people-centric
art_123,-1.1087224124976716,-0.29229764882052617,-1.3094289845815787,0.5387313302271703,pol_003,Fox News,political conflict,people-centric
art_124,-0.39875971624419393,0.2198125463912429,-0.6303596862318323,0.4395192478385717,pol_003,Straits Times,political conflict,people-centric
art_125,0.31555857937280196,-0.152631231944589,-1.9884982829313254,1.2178045514402063,pol_003,The Hindu,political conflict,people-centric
art_126,0.5646988629660469,-0.19918670423656804,-0.6303596862318323,0.6051991733022126,pol_003,Daily Maverick,political conflict,people-centric
art_127,-0.47454714516941177,0.5457008524350963,0.048709612117914705,0.5101803445212401,pol_004,Fox News,political conflict,state-centric
art_128,-0.5860504888754794,-0.7112968994483371,-0.6303596862318323,0.06350958039934215,pol_004,CNN,political conflict,neutral
art_129,-0.3421369245184565,-0.5716304825723999,0.048709612117914705,0.31364792933831964,pol_004,BBC,political conflict,people-centric
art_130,-1.21325679722211,-0.4785195379884418,-2.6675675812810717,1.1140608924545436,pol_004,Reuters,political conflict,neutral
art_131,-1.0015746681551223,-0.4319640656964628,0.048709612117914705,0.5257693557010159,pol_004,RT News,political conflict,people-centric
art_132,-0.2741895744475715,-0.38540859340448425,0.048709612117914705,0.22549655253402381,pol_004,Al Jazeera,political conflict,people-centric
art_133,0.48542695455001444,-0.5250750102804209,0.048709612117914705,0.506797962868822,pol_004,The Guardian,political conflict,state-centric
art_134,-0.846515330813872,-0.5250750102804209,-0.6303596862318323,0.16387597207416676,pol_004,Le Monde,political conflict,state-centric
art_135,1.5516776787392865,-0.2457421765285471,0.048709612117914705,0.9640481489731831,pol_004,Global Times,political conflict,state-centric
art_136,-0.02679153059973389,-0.9440742609082323,-1.3094289845815787,0.6608139576549603,pol_004,South China Morning Post,political conflict,neutral
art_137,0.09864973106959225,-1.083740677784169,0.048709612117914705,0.6687033165674179,pol_004,The Hindu,political conflict,neutral
art_138,0.5995436578741931,-0.38540859340448425,0.7277789104676613,0.6090650808252135,pol_004,Indian Express,political conflict,neutral
art_139,-0.2105978237402048,-0.5716304825723999,0.048709612117914705,0.311557046706577,pol_004,Straits Times,political conflict,neutral
art_140,-0.7890214192154309,-0.6647414271563581,-1.3094289845815787,0.34202621664024085,pol_004,News24,political conflict,people-centric
art_141,1.1814517328402336,-0.5716304825723999,0.7277789104676613,0.9099066851859319,pol_005,Fox News,political conflict,neutral
art_142,0.21973539337540013,-0.3388531211125052,0.7277789104676613,0.533515578430801,pol_005,CNN,political conflict,neutral
art_143,0.03941357972574381,-0.5250750102804209,-1.3094289845815787,0.6774012583071084,pol_005,BBC,political conflict,people-centric
art_144,0.09952085094229593,-0.2457421765285471,-0.6303596862318323,0.3651170555347702,pol_005,Reuters,political conflict,state-centric
art_145,-0.7001671921996581,-0.3388531211125052,0.048709612117914705,0.37451506382687866,pol_005,RT News,political conflict,neutral
art_146,0.15527252279532971,-0.618185954864379,0.048709612117914705,0.4191943399459555,pol_005,Al Jazeera,political conflict,state-centric
art_147,-0.3856929181536391,-0.4785195379884418,-0.6303596862318323,0.12351385844670638,pol_005,The Guardian,political conflict,neutral
art_148,0.08993853234255571,-0.4785195379884418,0.048709612117914705,0.31696870989347464,pol_005,Le Monde,political conflict,state-centric
art_149,0.3747947307166504,-0.152631231944589,0.048709612117914705,0.26616028571410627,pol_005,The Hindu,political conflict,state-centric
art_150,0.31555857937280196,-0.29229764882052617,0.048709612117914705,0.30468112223852367,pol_005,Straits Times,political conflict,state-centric
art_151,0.3948304877888345,-0.7112968994483371,-0.6303596862318323,0.6165878583229794,pol_005,News24,political conflict,neutral
art_152,-0.03550272932677037,-0.8044078440322951,-1.3094289845815787,0.6415020825699574,pol_006,Fox News,political conflict,neutral
art_153,-1.045130661790305,-0.8044078440322951,0.048709612117914705,0.5747816127018983,pol_006,Xinhua,political conflict,people-centric
art_154,-1.2751063081840694,-0.6647414271563581,-0.6303596862318323,0.3627270779846731,pol_006,France 24,political conflict,state-centric
art_155,-1.0486151412811195,-0.618185954864379,0.048709612117914705,0.5528924844552003,pol_006,BBC,political conflict,people-centric
art_156,0.3443055351720225,-0.4785195379884418,0.048709612117914705,0.41681103381700535,pol_006,CNN,political conflict,neutral
art_157,0.20405523566673434,-0.5716304825723999,0.048709612117914705,0.41041491796236357,pol_006,RT News,political conflict,state-centric
art_158,-0.04334280818110323,-0.5716304825723999,0.048709612117914705,0.33475945296014675,pol_006,Al Jazeera,political conflict,neutral
art_159,-0.7132339902902128,-0.38540859340448425,0.048709612117914705,0.3822054771236601,pol_006,The Guardian,political conflict,neutral
art_160,0.11520100865096167,-0.5716304825723999,0.048709612117914705,0.37880963473962526,pol_006,South China Morning Post,political conflict,people-centric
art_161,-0.5634013721851845,-0.38540859340448425,-1.9884982829313254,0.8786807523197806,pol_006,News24,political conflict,people-centric
art_162,-0.47454714516941177,-0.10607575965260993,-0.6303596862318323,0.2692342058401716,pol_006,Straits Times,political conflict,people-centric
art_163,-0.7053939114358801,-0.8975187886162533,-1.3094289845815787,0.30860987982723853,pol_006,The Hindu,political conflict,neutral
art_164,-1.047744021408416,-0.3388531211125052,-1.9884982829313254,0.8275338914517946,pol_006,Reuters,political conflict,neutral
art_165,0.49065367378623637,-0.2457421765285471,0.048709612117914705,0.37065151149514797,pol_007,RT News,political conflict,neutral
art_166,0.4148662448610185,-0.012964815068651832,0.7277789104676613,0.3718545905456004,pol_007,Al Jazeera,political conflict,neutral
art_167,0.22496211261162202,-0.618185954864379,0.048709612117914705,0.44473087458960964,pol_007,CNN,political conflict,state-centric
art_168,0.32949649733606046,-0.4319640656964628,0.048709612117914705,0.3850780545352495,pol_007,BBC,political conflict,neutral
art_169,0.20928195490295629,-0.7578523717403162,-1.3094289845815787,0.7687726672338595,pol_007,Reuters,political conflict,people-centric
art_170,0.42967528269698063,-0.38540859340448425,-0.6303596862318323,0.5549830175044113,pol_007,The Guardian,political conflict,people-centric
art_171,0.4479688000237574,-0.152631231944589,2.0859175071671547,1.1586412173326048,pol_007,Xinhua,political conflict,state-centric
art_172,-0.22540686157616685,-0.4785195379884418,-0.6303596862318323,0.20457608518420145,pol_007,The Hindu,political conflict,neutral
art_173,0.5490187052573812,-0.19918670423656804,0.7277789104676613,0.491770914926659,pol_007,News24,political conflict,state-centric
art_174,0.4984937526405693,1.6630321874425924,0.048709612117914705,0.8331159299481024,env_001,RT News,environment,neutral
art_175,0.4993648725132729,0.26636801868322196,0.048709612117914705,0.22537113079143434,env_001,Al Jazeera,environment,neutral
art_176,0.697980203489706,1.5233657705666552,0.048709612117914705,0.7390787532248069,env_001,CNN,environment,neutral
art_177,0.7014646829805206,-0.19918670423656804,-0.6303596862318323,0.6795634888326766,env_001,BBC,environment,concern
art_178,-0.13132591532417234,2.454475216406236,0.7277789104676613,1.3169351241613358,env_001,Fox News,environment,skeptical
art_179,0.3216564184817276,-0.3388531211125052,-1.3094289845815787,0.8204399176386931,env_001,Reuters,environment,concern
art_180,-0.006755773527549825,-0.10607575965260993,0.048709612117914705,0.07842127683524601,env_001,France 24,environment,concern
art_181,0.7363094778886666,0.9647001030629072,0.7277789104676613,0.13439165385094815,env_001,The Guardian,environment,concern
art_182,0.46800455709594135,1.2905884091067603,0.048709612117914705,0.6317588399175149,env_001,Global Times,environment,neutral
art_183,-0.005884653654846146,0.08014612951530627,-0.6303596862318323,0.38776901977324174,env_001,Straits Times,environment,neutral
art_184,0.18750395808536494,3.3390291899538367,2.0859175071671547,1.5867353370982304,env_001,News24,environment,neutral
art_185,1.5612599973390267,1.8026986043185294,0.7277789104676613,0.5639792654789298,env_001,The Hindu,environment,neutral
art_186,0.6805578060356329,0.7784782138949911,2.0859175071671547,0.7846466085051536,env_001,Indian Express,environment,concern
art_187,0.9096623325566937,-1.1768516223681271,2.0859175071671547,1.6524113245265901,env_001,South China Morning Post,environment,concern
art_188,-1.5111797936867597,-0.618185954864379,0.048709612117914705,0.7826709240135161,env_002,Fox News,environment,neutral
art_189,-0.23673141992131444,-0.8044078440322951,0.7277789104676613,0.7746109723148765,env_002,The Hindu,environment,concern
art_190,-1.0155125861183807,-1.03718520549219,0.7277789104676613,1.0128041333451123,env_002,South China Morning Post,environment,concern
art_191,0.4470976801510537,0.08014612951530627,1.4068482088174081,0.6850684789388877,env_002,Global Times,environment,concern
art_192,0.28071378446465584,-0.5250750102804209,0.7277789104676613,0.6349285728015197,env_002,RT News,environment,neutral
